obat_id,label,nilai,urutan
204,Indikasi Umum,"Suplemen untuk membantu memelihara fungsi imun, membantu memelihara kesehatan tulang, membantu memenuhi kebutuhan Vitamin D.",2
204,Komposisi,Tiap ml mengandung : Vitamin D3 (Cholecalciferol) 400 IU,3
204,Dosis,Untuk anak berusia di atas 1 tahun dan dewasa: 1 kali sehari 1 tetes atau sesuai petunjuk dokter,4
205,Product Description,Vitacimin Tablet merupakan suplemen makanan yang mengandung vitamin C. Vitamin ini membantu untuk menjaga daya tahan tubuh.,1
205,Indikasi Umum,Membantu menjaga daya tahan tubuh.,2
205,Komposisi,"Acidum Ascorbicum (vitamin C) 250 mg, Natrii Ascorbas 281,25 mg,",3
205,Dosis,1-2 tablet per hari.,4
205,Aturan Pakai,"Diberikan sebelum atau sesudah makanan, dihisap perlahan dalam mulut.",5
205,Perhatian,"Mengandung pemanis buatan, tidak disarankan untuk dikonsumsi anak berusia dibawah 1 tahun.",6
205,Kontra Indikasi,Anak berusia dibawah 1 tahun.,7
205,Efek Samping,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis.",8
205,Kemasan,10 Strip @ 20 Tablet,9
205,Manufaktur,Takeda,10
205,No. Registrasi,BPOM: SD021501851,11
206,Product Description,Untuk membantu memenuhi kebutuhan vitamin C.,1
206,Indikasi Umum,Setiap tablet mengandung Vitamin C 50 mg.,2
206,Komposisi,Setiap tablet mengandung Vitamin C 50 mg.,3
206,Dosis,1 tablet hisap sehari. Jika diperlukan 2-4 tablet.,4
206,Aturan Pakai,Dikonsumsi sebelum atau sesudah makan,5
206,Perhatian,"Simpan pada suhu di bawah 30 C, terlindung dari cahaya.",6
206,Kontra Indikasi,Hipersensitif terhadap komponen obat.,7
206,Efek Samping,"Jika dikonsumsi sesuai aturan pakai, umumnya tidak menimbulkan efek samping. Namun, jika dikonsumsi dalam dosis tinggi dalam jangka panjang, maka dapat meningkatkan resiko terbentuknya batu ginjal atau terjadinya beberapa gejala contohnya sakit perut, nyeri ulu hati, diare, muntah, dan perut kembung",8
206,Kemasan,"Dus, Pot Plastik @ 45 Tablet",9
206,Manufaktur,Supra Ferbindo Farma,10
206,No. Registrasi,BPOM: SD141546241,11
207,Product Description,"Vitamin D3 1000 IU IPI merupakan suplemen kesehatan yang memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu, seperti lanjut usia, risiko tinggi atau penyakit infeksi, penderita penyakit autoimun, dan ibu hamil atau menyusui (atas konsultasi dokter)",1
207,Indikasi Umum,"Memenuhi kebutuhan vitamin D dengan cepat pada kondisi tertentu seperti lanjut usia, ibu hamil, dan menyusui, risiko tinggi penderita penyakit infeksi atau penderita penyakit autoimun",2
207,Komposisi,Vitamin D3 1 IU,3
207,Dosis,1 kali sehari 1 tablet,4
207,Aturan Pakai,Dapat diberikan setelah makan,5
207,Perhatian,Periksa kadar Vitamin D darah sesudah penggunaan 6 (enam) bulan atau lebih,6
207,Kontra Indikasi,Pasien yang hipersensitif dan kondisi hiperkalsemia (kadar kalsium dalam tubuh tinggi),7
207,Kemasan,terbaru isi 70 Tablet,8
207,Manufaktur,Supra Ferbindo Farma,9
207,No. Registrasi,BPOM RI: SD211552121,10
208,Product Description,"Becom-Zet Kaplet merupakan suplemen yang mengandung kombinasi antara multivitamin, mineral, dan zinc yang berfungsi sebagai Suplementasi vitamin b kompleks, vitamin C, vitamin E dan zinc.",1
208,Indikasi Umum,"Suplementasi vitamin B kompleks, vitamin C, vitamin E dan zinc.",2
208,Komposisi,"Vitamin E 30 IU, Vitamin B1 15 mg, Vitamin B2 15 mg, Vitamin B6 20 mg, Vitamin B12 mcg, Asam folat 400 mcg, Asam Pantotenate 20 mg, Niacin 100 mg, Vitamin C 750 mg, Zinc 22.5 mg.",3
208,Dosis,"1 x sehari 1 kaplet, atau sesuai petunjuk dokter.",4
208,Aturan Pakai,"Sebelum atau sesudah makan, dapat bersama makanan untuk mengurangi ketidak-nyamanan pada saluran cerna.",5
208,Perhatian,Gunakan sesuai dosis yang dianjurkan. Simpan pada suhu 30 C,6
208,Kontra Indikasi,Hipersensitivitas.,7
208,Efek Samping,Gangguan gastrointestinal.,8
208,Kemasan,1 Strip @ 10 Kaplet,9
208,Manufaktur,Sanbe Farma,10
208,No. Registrasi,BPOM: SD191555181,11
209,Product Description,"Neurobion Forte merupakan vitamin neurotropik dengan kandungan Vitamin B1, Vitamin B6, Vitamin B12, yang penting untuk kesehatan fungsi saraf. Vitamin B1 bekerja dengan memetabolisme karbohidrat, Vitamin B6 membantu memetabolisme protein dan asam amino, Vitamin B12 membantu memelihara keutuhan jaringan saraf. Suplemen ini digunakan untuk pencegahan dan pengobatan penyakit karena kekurangan Vitamin B1, B6, B12, seperti neuritis perifer, neuralgia.",1
209,Indikasi Umum,"Obat ini digunakan untuk defisiensi Vitamin B1, B6, dan B12 pada keadaan kekurangan asupan, gangguan penyerapan, meningkatnya kehilangan di ginjal maupun meningkatnya kebutuhan seperti pada penderita diabetes dan usia lanjut.",2
209,Komposisi,"Vitamin B1 100 mg, vitamin B6 100, dan vitamin B12 5000 mcg.",3
209,Dosis,"Dewasa: 1 tablet, 1 kali per hari atau sesuai dengan anjuran dokter.",4
209,Aturan Pakai,"Berikan pada saat makan atau sesudah makan. Tablet ditelan secara, utuh jangan dikunyah atau dihancurkan.",5
209,Perhatian,"Wanita hamil dan menyusui, penderita gangguan ginjal, dan hati.",6
209,Kontra Indikasi,"Diabetes melitus, ulkus peptikum, infark miokard, aritmia jantung, dan gastritis.",7
209,Efek Samping,"Ruam kulit, diare, penglihatan kabur, gatal, dan sakit pada dada.",8
209,Kemasan,1 Strip @ 10 Tablet,9
209,Manufaktur,Merck Indonesia,10
209,No. Registrasi,BPOM: DBL9615806416A1,11
210,Product Description,Prove D3-1000 IU mengandung Vitamin D3 1000 IU untuk Memenuhi kebutuhan Vitamin D,1
210,Indikasi Umum,Membantu memenuhi kebutuhan Vitamin D harian,2
210,Komposisi,Vitamin D3 (cholecalciferol) 1000 IU (25 mcg),3
210,Dosis,"Dewasa: 1 kali sehari, 1 kapsul lunak",4
210,Aturan Pakai,Setelah makan,5
210,Kemasan,Box @ 3 Strip @ 10 Tablet,6
210,Manufaktur,Kalbe Farma,7
210,No. Registrasi,BPOM RI: SD225019561,8
211,Product Description,Vitamin B Complex IPI Tablet merupakan tablet yang digunakan untuk memenuhi kebutuhan vitamin B kompleks di tubuh.,1
211,Indikasi Umum,Mencegah dan mengobati defisiensi vitamin B kompleks.,2
211,Komposisi,"Vitamin B1 Mononitrate, Vitamin B2, Vitamin B6 HCl, Calcium Panthothenate, Nicotinamide.",3
211,Dosis,1 tablet sehari.,4
211,Aturan Pakai,Dikonsumsi setelah makan.,5
211,Perhatian,Hati-hati pada pasien yang mendapat levodopa.,6
211,Kontra Indikasi,Hipersensitivitas terhadap thiamine atau komponen lain pada formula.,7
211,Efek Samping,"Sakit kepala dan mual, mati rasa pada tangan dan kaki.",8
211,Kemasan,"Dus, Pot @ 45 Tablet",9
211,Manufaktur,Supra Ferbindo Farma,10
211,No. Registrasi,BPOM: SD141546221,11
212,Product Description,"Natur E White digunakan untuk mencegah kerusakan sel akibat radikal bebas, melembapkan kulit ,membantu meningkatkan jumlah glutathione dalam tubuh.",1
212,Indikasi Umum,"Digunakan untuk mencegah kerusakan sel akibat radikal bebas, melembapkan kulit ,membantu meningkatkan jumlah glutathione dalam tubuh.",2
212,Komposisi,"Tiap kapsul mengandung Glutathione, vitamin E",3
212,Dosis,1-2 kapsul lunak sehari,4
212,Aturan Pakai,Sebaiknya diberikan bersama makanan,5
212,Kemasan,Box @ 8 strip @ 4 kapsul lunak,6
212,Manufaktur,PT. Darya-Varia Laboratoria Tbk,7
212,No. Registrasi,BPOM RI : SD191355091,8
213,Product Description,Tolak Angin Cair + Madu merupakan obat herbal terstandar yang mengandung kombinasi berbagai herbal alami yang dapat digunakan untuk membantu memelihara atau menjaga daya tahan tubuh dan meringankan gejala masuk angin.,1
213,Indikasi Umum,"Herbal untuk membantu meringankan gejala masuk angin, seperti: pusing, meriang, kembung, sakit perut, tengorokan kering, mual dan muntah, serta membantu memelihara atau menjaga daya tahan tubuh. Tolak angin cair juga dapat diminum saat perjalanan jauh, kecapaian dan kurang tidur.",2
213,Komposisi,"Ekstrak bahan: Oryza sativa 20%, foeniculum vulgare fructus 10%, helicteres isora fructus 10%, zingiber officinale rhizoma, myristica fragrans semen, cinnamomum burmanni cotex, centella asiatica herba, parkia roxburghii semen, amomum compactum fructus, usnea missaminensis thalus, mel depuratum (madu) dan bahan lain hingga 15 ml.",3
213,Dosis,"Untuk membantu menjaga daya tahan tubuh: minum 1 sachet, 2 kali per hari. Selama 7 hari atau lebih. Jika masuk angin/sakit perut dan diare: minum 3-4 sachet per hari. Sebelum melakukan perjalanan minum 1 sachet, atau 1-3 sachet pada waktu mabuk perjalanan. Saat kecapaian dan kurang tidur, minum 1 sachet.",4
213,Aturan Pakai,Kocok dahulu sebelum diminum. Sesudah makan. Obat dapat langsung diminum atau dapat dicampur dengan air.,5
213,Perhatian,Obat ini tidak direkomendasikan untuk wanita hamil.,6
213,Efek Samping,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis.",7
213,Kemasan,"Dus, 5 Sachet @ 15 ml",8
213,Manufaktur,Sido Muncul,9
213,No. Registrasi,BPOM: HT122600301,10
214,Product Description,"Zinc Plus merupakan suplemen makanan dengan kandungan vitamin Zinc Picolinat, Zinc Gluconate, Cuprum Gluconate, Calcium ascorbat yang berfungsi untuk memenuhi kebutuhan mineral zinc, copper dan kalsium ascorbate.",1
214,Indikasi Umum,"Membantu memenuhi kebutuhan mineral seperti Zinc, Tembaga, dan Vitamin C.",2
214,Komposisi,"Zinc picolinate 50 mg, Zinc gluconate 50 mg, Cuprum gluconate 8 mg, Calcium ascorbat (bentuk garam dari Vitamin C) 100 mg.",3
214,Dosis,1 kapsul per hari atau sesuai anjuran dokter.,4
214,Aturan Pakai,Sesudah makan,5
214,Efek Samping,"Konsumsi Zinc yang berlebihan dapat menyebabkan ataksia, lemah lesu, dan defisiensi tembaga.",6
214,Kemasan,Strip @ 10 Kapsul,7
214,Manufaktur,Genero Pharmaceutical,8
214,No. Registrasi,BPOM RI: SD111341361,9
215,Product Description,"Expert Boost Gummy Vitamin D 600 IU membantu meningkatkan imunitas, mengoptimalkan pertumbuhan, serta menurunkan risiko alergi, preeklampsia dan kelahiran prematur.",1
215,Indikasi Umum,Membantu meningkatkan imunitas,2
215,Komposisi,Tertera pada kemasan produk,3
215,Aturan Pakai,Dapat diberikan setelah makan,4
215,Kemasan,Sachet @ 30 Gummy,5
215,Manufaktur,Yupi Indo Jelly,6
215,No. Registrasi,BPOM RI : MD 272833001000276,7
216,Product Description,Folavit Tablet merupakan suplemen yang mengandung asam folat. Suplemen ini digunakan untuk memenuhi kebutuhan asam folat dalam tubuh yang bermanfaat dalam pemeliharaan sistem saraf yang sehat dan dalam pembentukan sel darah merah yang membawa oksigen ke seluruh tubuh.,1
216,Indikasi Umum,"Pertumbuhan janin, memelihara kesehatan, defisiensi Asam Folat, suplemen untuk masa Kehamilan dan menyusui, meningkatnya kebutuhan Asam Folat.",2
216,Komposisi,Folic Acid 400 mcg,3
216,Dosis,400-500 mcg per hari,4
216,Aturan Pakai,Sebelum atau sesudah makan,5
216,Perhatian,Tidak untuk sebagai obat tunggal pada terapi anemia pernisiosa dan defisiensi vit B12.,6
216,Kontra Indikasi,Terapi jangka panjang pada defisiensi kobalamin yang tidak diobati.,7
216,Kemasan,"Dus, 10 Strip @ 10 tablet",8
216,Manufaktur,Sanbe Farma,9
216,No. Registrasi,BPOM: SD091536141,10
217,Product Description,Em Kapsul Capsul merupakan obat herbal yang secara tradisional membantu melancarkan haid dan membantu meredakan nyeri haid.,1
217,Indikasi Umum,Membantu melancarkan haid dan membantu meredakan nyeri haid.,2
217,Komposisi,"Anisi vulgaris Fructus Extract 82.50 mg, Curcumae Rhizoma Extract 82.50 mg, Foeniculi Fructus Extract 82.50 mg, Piperis nigri Fructus Extract 82.50 mg, Cinnamomi Cortex Extract 55.00 mg, Coriandri Fructus Extract 55.00 mg, NiGellae sativae Semen Extract 55.00 mg, Phyllanthi Herba Extract 55.00 mg.",3
217,Dosis,2 kapsul sebanyak 2 kali/hari.,4
217,Aturan Pakai,Minum obat 4 atau 5 hari sebelum haid. Dapat diminum sebelum atau setelah makan.,5
217,Perhatian,Penderita kanker payudara. Pasien yang mengalami kanker di rahim. Pasien yang menderita diabetes melitus. Pasien yang memiliki gangguan siklus haid serius.,6
217,Kontra Indikasi,Penderita alergi berat terhadap salah satu kandungan obat herbal ini. Ibu hamil dan menyusui,7
217,Efek Samping,Tekanan darah meningkat. Penurunan gula darah. Pusing dan mual.,8
217,Kemasan,1 Strip @ 12 Kapsul,9
217,Manufaktur,Industri Jamu Borobudur,10
217,No. Registrasi,BPOM: TR082383361,11
218,Product Description,"Imboost Force Ultimate Kaplet merupakan suplemen dengan kandungan Echinacea purpurea herb dry extract, Blackelderberry fruit dry extract, Zn picolinate dilengkapi dengan Pureway-C (vitamin C generasi terbaru) dan Vitamin D3 dalam bentuk kaplet salut selaput. Suplemen ini digunakan untuk membantu memelihara kesehatan dan daya tahan tubuh, serta memenuhi kebutuhan vitamin C dan vitamin D harian.",1
218,Indikasi Umum,"Membantu memelihara kesehatan dan daya tahan tubuh, serta memenuhi kebutuhan vitamin C dan vitamin D harian.",2
218,Komposisi,"Echinacea purpurea dry herb extract 500 mg, black elderberry dry fruit extract 400 mg, Zn picolinate 10 mg, citrus bioflavonoids extract 25% 100 mg, vitamin C lipid metabolite (pureway C) 300 mg, vitamin D3 400 IU.",3
218,Dosis,"Dewasa: 1 kali sehari, 1 kaplet.",4
218,Aturan Pakai,Dikonsumsi sesudah makan.,5
218,Perhatian,Hentikan pemakaian jika terjadi reaksi alergi. Tidak dianjurkan digunakan lebih dari 8 minggu. Hindari penggunaan pada wanita hamil dan menyusui. Konsultasikan dengan dokter jika digunakan bersama obat lain.,6
218,Kontra Indikasi,"Tidak boleh digunakan oleh penderita sclerosis multiple, penyakit kolagen, leucosis, tuberculosis, AIDS dan penyakit autoimun.",7
218,Efek Samping,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Walau sangat jarang terjadi, pada dosis tinggi menyebabkan gangguan perut ringan atau reaksi alergi.",8
218,Kemasan,1 Strip @ 10 Kaplet,9
218,Manufaktur,Soho Industri Pharmasi,10
218,No. Registrasi,BPOM : SD211530711,11
219,Product Description,"Calitoz/Calos tablet merupakan obat yang digunakan untuk membantu pencegahan dan terapi untuk gangguan metabolisme atau kekurangan Calcium seperti osteomalasia (kerapuhan tulang), osteoporosis (kepadatan tulang menurun).",1
219,Indikasi Umum,"Pencegahan dan terapi untuk gangguan metabolisme atau defisiensi kalsium seperti ricketsia, osteomalasia karena malabsorpsi, osteoporosis.",2
219,Komposisi,Ca carbonate 500 mg.,3
219,Dosis,1-2 tablet kunyah tiap hari.,4
219,Aturan Pakai,Dapat diberikan bersama atau tanpa makanan. Berikan bersama makanan agar diabsorpsi lebih baik. Hindari pemberian bersama makanan kaya serat dalam jumlah banyak.,5
219,Kontra Indikasi,"Hiperkalsemia berat dan hiperkalsiuria,. Insufisiensi ginjal berat.",6
219,Efek Samping,"Jarang, kembung, diare atau konstipasi.",7
219,Kemasan,Botol @ 60 Tablet,8
219,No. Registrasi,BPOM: SD041517921,9
220,Product Description,"Vitamin B6 10 mg merupakan obat vitamin generik yang bermanfaat untuk mencegah defisiensi vitamin B6 dan anemia sideroblastik.Vitamin B6 (Pyridoxine) memiliki mekanisme kerja sebagai berikut : Pyridoxine HCl (Vitamin B6) berperan untuk mengubah makanan yang dikonsumsi menjadi energi, memproduksi sel darah merah, dan menjaga kerja jaringan saraf.",1
220,Indikasi Umum,Mencegah & membantu defisiensi vitamin B6,2
220,Komposisi,Vitamin B6 10 mg,3
220,Dosis,Defisiensi B6 : Dewasa : Dosis sesuai kebutuhan pasien. Dapat hingga 150 mg per hari.,4
220,Aturan Pakai,Sebelum atau sesudah makan,5
220,Kemasan,Strip @ 10 Tablet,6
220,Manufaktur,Generic Manufacturer,7
220,No. Registrasi,BPOM RI : SD151547471,8
221,Product Description,"Antangin JRG Sirup merupakan sirup herbal yang berkhasiat membantu meredakan gejala masuk angin seperti meriang, mual, kembung, sakit kepala, dan membantu melegakan tenggorokan.",1
221,Indikasi Umum,"Membantu meredakan gejala masuk angin seperti meriang, mual, kembung, sakit kepala, dan membantu melegakan tenggorokan.",2
221,Komposisi,"Zingiberis officinalis Rhizoma 7.336 g, Menthae arventis folium 4.890 g, Blumeae balsamiferae folium 2.445 g, Panax gingseng Radix 1.00 g, Myristicae fragrancis semen 0.562 g, Glycyrhizae glabraRadix 0.4 g, Curcumae domestica Rhizoma 0.1 g, Royal jelly 0.03 g, Honey 0.8 g",3
221,Dosis,"Dewasa: 3 kali per hari 1 sachet, Anak (6-12 tahun) : 1/2 dosis dewasa.",4
221,Aturan Pakai,Diminum sesudah makan langsung dari sachet nya atau dituang 1/2 gelas air hangat.,5
221,Perhatian,"simpan ditempat kering, terlindung siari sinar matahari langksung.simpan saja pada suhu dibawah 30m",6
221,Kemasan,"Dus, 5 Sachet @ 15 ml",7
221,Manufaktur,Deltomed,8
221,No. Registrasi,BPOM: HT112600041,9
222,Product Description,"Vitamin E IPI merupakan suplemen yang digunakan sebagai antioksidan, memperbaiki sirkulasi darah, membantu mencegah penyakit jantung dan mempercepat penyembuhan luka. Sebagai anti aging, menjaga kesehatan, keremajaan dan elastisitas sel-sel kulit, membantu terapi jerawat dan mencegah kulit kering.",1
222,Indikasi Umum,"Antioksidan, memperbaiki sirkulasi darah, menjaga kesehatan kulit seperti anti-aging, menjaga keremajaan kulit dan elastisitas kulit.",2
222,Komposisi,Tiap tablet mengandung Vitamin E,3
222,Dosis,1 x 1 kapsul sehari,4
222,Aturan Pakai,Sebaiknya diberikan bersama makanan,5
222,Perhatian,"Tidak boleh diberikan pada anak dibawah 12 tahun. Bila suplementasi tidak diperlukan lagi, hentikan penggunaan.",6
222,Kontra Indikasi,Hipersensitif terhadap kandungan obat,7
222,Kemasan,Bottle @ 30 Tablet,8
222,Manufaktur,Tempo Scan Pasific,9
222,No. Registrasi,BPOM RI : SD211595851,10
223,Product Description,"Sangobion Capsul adalah vitamin dan zat besi penambah darah dengan kandungan Ferrous gluconate, manganese sulfate, copper Sulfate, vitamin C, folic acid, vitamin B12. Kandungan pada produk ini membantu proses pembentukan hemoglobin ditubuh sehingga dapat membantu mengatasi anemia saat menstruasi, hamil, menyusui, masa pertumbuhan, dan setelah mengalami pendarahan.",1
223,Indikasi Umum,Membantu mengatasi anemia karena kekurangan zat besi dan mineral lain yang membantu pembentukan darah.,2
223,Komposisi,"Fe gluconate 250 mg (setara elemental Fe 30 mg), Manganese Sulfate 0,2 mg, Copper Sulfate 0,2 mg, vitamin C 50 mg, Folic Acid 1 mg, dan vitamin B12 7,5 mcg.",3
223,Dosis,"1 Kapsul, diminum 1 kali per hari.",4
223,Aturan Pakai,Dikonsumsi pada waktu makan atau sesudah makan.,5
223,Perhatian,Penggunaan zat besi bersama makanan akan mengurangi absorpsi atau penyerapan zat besi tetapi dapat mengurangi terjadinya iritasi lambung.,6
223,Kontra Indikasi,"Hemokromatosis primer, penderita yang mendapat transfusi darah berulang, tukak lambung aktif.",7
223,Efek Samping,Gangguan gastro intestinal atau saluran pencernaan dan tinja berwarna gelap.,8
223,Kemasan,1 Strip @ 10 Kapsul,9
223,Manufaktur,Merck Indonesia,10
223,No. Registrasi,BPOM: DBL8815801601A1,11
224,Product Description,Apialys Sirup merupakan multivitamin yang digunakan untuk memenuhi kebutuhan vitamin pada anak.,1
224,Indikasi Umum,"Meningkatkan nafsu makan dan stamina tubuh pada anak2 yang bertumbuh, sebagai suplemen vitamin.",2
224,Komposisi,"Vitamin A 5000 IU, Vitamin D3 400 IU, Thiamine hydrochloride 3 mg, Vitamin B2 (sebagai Riboflavin sodium phosphate) 2 mg, Pyridoxine hydrochloride 6 mg",3
224,Aturan Pakai,"Sebelum atau sesudah makan, dapat bersama makanan untuk absorpsi yang lebih baik atau jika timbul ketidak-nyamanan pada saluran cerna.",4
224,Perhatian,Kocok dahulu sebelum diminum. Hentikan jika terjadi reaksi alergi. Simpan di tempat yang sejuk dan kering. Hindari dari sinar matahari langsung.,5
224,Kontra Indikasi,Hipersensitivitas terhadap komponen yang terkandung dalam produk. Efek Samping: Hipervitaminosis dan reaksi alergi.,6
224,Kemasan,Botol @ 100 ml,7
224,Manufaktur,Lapi Laboratories,8
224,No. Registrasi,BPOM: SD041618881,9
225,Product Description,"Maltofer merupakan cairan obat tetes mengandung zat besi. Obat ini digunakan untuk mengobati dan mencegah defisiensi zat besi dan anemia pada anak-anak, remaja, dewasa.",1
225,Indikasi Umum,Pengobatan dan pencegahan defisiensi zat besi dan asam folat selama hamil dan sesudah melahirkan.,2
225,Komposisi,Fe (III) hydroxide polymaltose complex setara dengan elemental Fe 50mg.,3
225,Dosis,"Bayi (usia sampai 1 tahun): 2-4 tetes sebanyak 1 kali/hari Anak-anak (1-12 tahun): 4-6 tetes sebanyak 1 kali/hari Anak > 12 tahun, dewasa, dan ibu menyusui: 4-6 tetes sebanyak 1 kali/hari Wanita hamil: 1-2 ml sebanyak 1 kali/hari.",4
225,Aturan Pakai,Berikan bersama makanan.,5
225,Perhatian,Hindari pemakaian berlebih dari dosis.,6
225,Kontra Indikasi,Kelebihan zat besi atau gangguan penggunaan zat besi dan anemia yang tidak diakibatkan karena defisiensi zat besi.,7
225,Efek Samping,"Iritasi GI spt kembung, terasa sakit pada bag lambung, mual, konstipasi, diare. Feses berwarna kehitaman/gelap.",8
225,Kemasan,Botol @ 30 ml,9
225,Manufaktur,Combiphar,10
225,No. Registrasi,BPOM: DBL0304128636A1,11
226,Product Description,Imboost Tablet merupakan suplemen dengan kandungan Echinacea purpurea herb dry extract dan Zn Piccolinate dalam bentuk tablet salut selaput. Suplemen ini digunakan untuk membantu memelihara daya tahan tubuh.,1
226,Indikasi Umum,Membantu memelihara daya tahan tubuh,2
226,Komposisi,"Echinacea 250 mg, Zinc Picolinate 10 mg",3
226,Dosis,Dewasa: 3 kali sehari 1 tablet,4
226,Aturan Pakai,Dikonsumsi sesudah makan.,5
226,Perhatian,Hentikan pemakaian jika terjadi reaksi alergi. Tidak dianjurkan digunakan lebih dari 8 minggu. Hindari penggunaan pada wanita hamil dan menyusui. Konsultasikan dengan dokter jika digunakan bersama obat lain.,6
226,Kontra Indikasi,"Tidak boleh digunakan oleh penderita sklerosis multipel, penyakit leukemia, tuberkulosis, AIDS, dan penyakit autoimun.",7
226,Efek Samping,"Walau sangat jarang terjadi, pada dosis tinggi menyebabkan gangguan perut ringan atau reaksi alergi.",8
226,Kemasan,1 Strip @ 10 Tablet,9
226,Manufaktur,Soho Industri Pharmasi,10
226,No. Registrasi,BPOM: SD071531991,11
227,Product Description,"Prolacta DHA For Baby Capsul merupakan suplemen makanan untuk bayi yang mengandung DHA, EPA dan asam arakidonat. Suplemen ini digunakan untuk menunjang perkembangan otak bayi, membantu proses perkembangan indera penglihatan, meningkatkan daya tahan tubuh, mengembangkan susunan saaf pusat, memenuhi kebutuhan gizi bayi.",1
227,Indikasi Umum,Suplemen untuk menunjang perkembangan Otak Bayi dan untuk mensuplai Nutrisi yang dibutuhkan extra oleh tubuh.,2
227,Komposisi,"Natural Fish oil mengandung DHA 75 mg, EPA 7 mg, Arachidonic acid 100 mg.",3
227,Dosis,Bayi: 1x sehari 1 kapsul lunak.,4
227,Aturan Pakai,Potong lalu teteskan langsung ke dalam mulut.,5
227,Perhatian,Hipersensitif terhadap komponen obat.,6
227,Kemasan,1 Strip @ 10 Kapsul,7
227,Manufaktur,Novell Pharmaceutical Laboratories,8
227,No. Registrasi,BPOM: SD061328821,9
228,Product Description,Promavit kapsul merupakan suplemen yang digunakan untuk memelihara kesehatan untuk ibu hamil dan menyusui.,1
228,Indikasi Umum,Memelihara kesehatan untuk ibu hamil dan menyusui.,2
